pl_name,hostname,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_teff,st_lum,st_rad,st_mass,st_age
TOI-1052 c,TOI-1052,6.48,34.3,0.693,0.237,719.0,39.7,35.806,0.2263,6146.0,0.38373,1.264,1.204,2.3
TOI-1054.01,TOI-1054,2.43432,6.5,2.48,,853.0,88.0718,15.5077855,,6122.0,0.23193,1.17,1.14,
TOI-1062 b,TOI-1062,2.265,10.15,4.85,0.177,1077.0,232.0,4.11296,0.052,5328.0,-0.27446,0.84,0.94,2.5
TOI-1062 c,TOI-1062,3.1,9.78,1.8,0.14,859.0,95.0,7.972,0.08,5328.0,-0.27446,0.84,0.94,2.5
TOI-1064 b,TOI-1064,2.587,13.5,4.30062,0.047,784.0,62.9,6.443868,0.06152,4734.0,-0.62342,0.726,0.748,9.4
TOI-1064 c,TOI-1064,2.651,2.5,0.771906,0.088,634.0,26.8,12.226574,0.09429,4734.0,-0.62342,0.726,0.748,9.4
TOI-1075 b,TOI-1075,1.791,9.95,9.32,0.0,1323.0,509.2,0.6047328,0.01159,3875.0,-1.14436,0.581,0.604,6.0
TOI-1107 b,TOI-1107,14.57167491,1064.72516345,1.89,0.025,1728.0,532.0,4.0782387,0.0561,6311.0,0.67117,1.81,1.35,2.6
TOI-1117 b,TOI-1117,2.46,8.9,3.3,0.0,1538.0,928.0,2.22816,0.033,5635.0,-0.4437,1.05,0.97,4.42
TOI-1117 c,TOI-1117,2.91,8.78,1.96,0.0,1210.0,355.0,4.579,0.0534,5635.0,-0.4437,1.05,0.97,4.42
TOI-1117 d,TOI-1117,3.27,10.71,1.68,0.0,978.0,152.0,8.665,0.0817,5635.0,-0.4437,1.05,0.97,4.42
TOI-1130 b,TOI-1130,3.66,19.8,2.23,0.052162,825.0,78.1,4.074554,0.0453,4360.0,-0.85387,0.697,0.745,5.4
TOI-1130 c,TOI-1130,13.0,336.0,0.827042,0.0398,650.0,30.0,8.3501898,0.0731,4360.0,-0.85387,0.697,0.745,5.4
TOI-1135 b,TOI-1135,9.34085,51.42,0.41,0.0,1074.28,254.894,8.0277283,0.082337403,5962.7,0.23096,1.15,1.156039,0.562
TOI-1136 b,TOI-1136,1.9,3.5,2.8,0.027,1216.0,,4.1727,0.05106,5770.0,-0.02687,0.968,1.022,0.7
TOI-1136 c,TOI-1136,2.879,6.32,1.45,0.11,1062.0,232.392,6.2574,0.0669,5770.0,-0.02687,0.968,1.022,0.7
TOI-1136 d,TOI-1136,4.627,8.35,1.81,0.042,843.0,626.362,12.5199,0.1062,5770.0,-0.02687,0.968,1.022,0.7
TOI-1136 e,TOI-1136,2.639,6.07,1.81,0.0425,737.0,48.4771,18.801,0.14,5770.0,-0.02687,0.968,1.022,0.7
TOI-1136 f,TOI-1136,3.73591482,9.7,0.89,0.001,658.0,26.4328,26.321,0.174,5770.0,-0.02687,0.968,1.022,0.7
TOI-1136 g,TOI-1136,2.53,5.6,1.9,0.04,574.0,,39.545,0.229,5770.0,-0.02687,0.968,1.022,0.7
TOI-1173 b,TOI-1173,9.19,27.4,0.195,0.023,868.0,132.0,7.06466,0.0696,5350.0,-0.16877,0.934,0.911,8.7
TOI-1174 b,TOI-1174,2.562,32.0,11.0,0.0,713.83,52.02,8.953487683,0.07994,5030.0,-0.4034,0.76,0.85,2.7
TOI-1180 b,TOI-1180,3.072,10.0,1.93,0.0,638.18,36.97,9.686760378,0.080799,4738.0,-0.57675,0.73,0.75,5.0
TOI-1181 b,TOI-1181,17.02644168,374.71969185,0.49,0.011,1942.12,14140.0,2.103189,0.0364,6054.0,0.64246,1.961,1.467,2.7
TOI-1184 b,TOI-1184,2.39,6.8,2.63,0.0,715.47,57.54,5.748433803,0.056027,4534.0,-0.70115,0.69,0.71,5.3
TOI-1194 b,TOI-1194,8.71664516,120.0,0.99,0.0,1264.29,203.685,2.3106446,0.034,5394.0,-0.1512,0.9608,0.9835,4.9
TOI-1199 b,TOI-1199,10.5140239,75.96098927,0.358,0.03,1486.0,324.114,3.671463,0.04988,5710.0,0.30428,1.45,1.23,4.2
TOI-1201 b,TOI-1201,2.415,6.28,2.45,0.0,703.0,40.6,2.4919863,0.0287,3476.0,-1.46852,0.508,0.512,
TOI-1203 b,TOI-1203,1.52,3.51,5.48,0.067,1361.2,572.2,4.1572888,0.04869,5737.0,0.12977,1.179,0.886,12.5
TOI-1203 c,TOI-1203,2.2,5.46,2.82,0.092,,,13.0766,,5737.0,0.12977,1.179,0.886,12.5
TOI-1203 e,TOI-1203,7.31,42.1,0.592,0.152,,,204.59,,5737.0,0.12977,1.179,0.886,12.5
TOI-1203.01,TOI-1203,2.918,7.39,1.63,0.032,743.6,51.0,25.502672,0.1632,5737.0,0.12977,1.179,0.886,12.5
TOI-122 b,TOI-122,2.72,7.85,2.14,0.0,471.0,8.8,5.07803,0.0392,3403.0,-1.85387,0.334,0.312,2.0
TOI-1221 b,TOI-1221,2.91,1112.3994245,,0.21,440.0,6.06,91.68278,0.387,5592.0,-0.01689,1.031,0.93,10.0
TOI-1224 b,TOI-1224,2.104,5.08,3.0,,541.0,13.9295,4.1782745,0.0355,3326.0,-1.6968,0.404,0.4,0.21
TOI-1224 c,TOI-1224,2.884,8.67,1.99,0.0,303.12,1.9952,17.945466,,3326.0,-1.6968,0.404,0.4,0.21
TOI-1227 b,TOI-1227,9.57246952,66.5,0.417,,243.77,3.21,27.36397,0.0886,3072.0,-2.60033,0.56,0.17,0.011
TOI-1230.01,TOI-1230,3.23968384,10.6,1.71,,688.61,53.1389,25.05713123288,,5696.0,0.21468,1.15281,1.14,
TOI-1231 b,TOI-1231,3.65,15.4,1.74,0.087,329.6,1.93,24.245586,0.1288,3553.0,-1.48678,0.476,0.485,
TOI-1233.01,HD 108236,2.539,6.98,2.34,0.055,708.0,53.8795,14.175685,0.1074,5660.0,-0.14997,0.877,0.869,6.7
TOI-1235 b,TOI-1235,1.69,6.69,7.25,0.049,775.0,60.3,3.444714,0.03845,3997.0,-1.05404,0.619,0.63,5.3
TOI-1238 b,TOI-1238,1.21,3.76,11.7,0.25,1133.0,442.0,0.764597,0.0139,4089.0,-1.08249,0.58,0.59,0.8
TOI-1238 c,TOI-1238,2.11,8.32,4.9,0.15,695.0,63.0,3.294736,0.037,4089.0,-1.08249,0.58,0.59,0.8
TOI-1243 b,TOI-1243,2.33,7.7,3.3,,450.0,17.2664,4.6594779,,3515.0,-1.44551,0.511,0.515,
TOI-1244 b,TOI-1244,2.467,6.6,2.66,0.0,714.86,56.63,6.400316483,0.060694,4599.0,-0.62893,0.721,0.73,5.9
TOI-1246 b,TOI-1246,3.01,8.1,1.63,,955.0,196.0,4.30744,0.049,5151.0,-0.30103,0.86,0.87,6.3
TOI-1246 c,TOI-1246,2.45109846,9.1,3.39,0.0,862.49,129.0,5.904137,0.061,5213.0,-0.30103,0.8649,0.8889,6.3
TOI-1246 d,TOI-1246,3.43139739,5.4,0.73,0.0,587.77,28.0,18.654874,0.132,5213.0,-0.30103,0.8649,0.8889,6.3
TOI-1246 e,TOI-1246,3.5141875,14.5,1.83,0.0,463.98,11.0,37.92548,0.212,5213.0,-0.30103,0.8649,0.8889,6.3
TOI-1248 b,TOI-1248,6.8084859,27.4,0.47,0.0,952.09,202.0739,4.3601561,0.051,5205.0,-0.30016,0.8686,0.9042,5.5
TOI-1249 b,TOI-1249,3.2710301,11.9,1.84,0.0,726.89,48.6058,13.079151,0.109,5497.0,-0.10127,0.9785,1.0062,4.0
TOI-125 b,TOI-125,2.726,9.5,2.57,0.194,1037.0,185.0,4.65382,0.05186,5320.0,-0.28483,0.848,0.859,6.8
TOI-125 c,TOI-125,2.759,6.63,1.73,0.066,827.8,77.59,9.15059,0.0814,5320.0,-0.28483,0.848,0.859,6.8
TOI-125 d,TOI-125,2.93,13.6,2.98,0.168,638.1,26.7,19.98,0.137,5320.0,-0.28483,0.848,0.859,6.8
TOI-1259 A b,TOI-1259 A,11.45557828,140.16232749,0.513,0.0,963.0,153.1389,3.477978,0.0407,4775.0,-0.58996,0.711,0.744,4.8
TOI-1260 b,TOI-1260,2.41,8.56,3.35,0.0,871.0,95.58,3.127463,0.0367,4227.0,-0.88941,0.672,0.679,6.7
TOI-1260 c,TOI-1260,2.76,13.2,3.45,0.0,651.0,29.81,7.493134,0.0657,4227.0,-0.88941,0.672,0.679,6.7
TOI-1260 d,TOI-1260,3.12,11.84,2.14,0.0,499.0,10.32,16.608164,0.1116,4227.0,-0.88941,0.672,0.679,6.7
TOI-1266 b,TOI-1266,2.52,4.46,1.54,0.039,415.0,4.72,10.8945,0.073,3563.0,-1.58021,0.4232,0.437,4.6
TOI-1266 c,TOI-1266,1.98,3.17,2.25,0.071,346.0,2.42,18.8027,0.105,3563.0,-1.58021,0.4232,0.437,4.6
TOI-1266 d,TOI-1266,1.74,3.68,3.84,0.087,288.0,1.3,32.509,0.1513,3563.0,-1.58021,0.4232,0.437,4.6
TOI-1268 b,TOI-1268,9.1,96.4,0.71,0.105,918.9,91.0972,8.1577094,0.0711,5300.0,-0.28785,0.92,0.96,0.245
TOI-1269 b,TOI-1269,2.40144286,6.4,2.53,0.0,1004.9,231.2034,4.2529913,0.0496,5499.0,-0.21968,0.8521,0.9027,3.1
TOI-1272 b,TOI-1272,4.13204907,27.0,2.09,0.35,975.0,120.595,3.31599,0.0417,5065.0,-0.42597,0.7934,0.8772,1.1
TOI-1272 c,TOI-1272,4.95,21.7,0.983,0.12,697.0,,8.6811,0.079,5065.0,-0.42597,0.7934,0.8772,1.1
TOI-1273 b,TOI-1273,11.09689089,70.55790635,0.28,0.055,1211.0,225.013,4.631296,0.0549,5690.0,0.02938,1.06,1.06,3.1
TOI-1278 b,TOI-1278,12.21778896,5879.8255295,18.0,0.013,407.87,6.5402,14.47567,0.095,3799.0,-1.21183,0.573,0.54,
TOI-1279 b,TOI-1279,2.66146528,10.6,3.05,0.0,759.0,74.7359,9.61419,0.085,5457.0,-0.24336,0.8426,0.8784,4.2
TOI-128.01,TOI-128,2.21898,5.56,2.8,,1344.51,182.406,4.9404681,0.05381019,6086.0,0.18874,1.13,0.851969,
TOI-1288 b,TOI-1288,4.96846551,44.1,1.97,0.0,1203.44,1198.41,2.6998279,0.0374,5388.0,-0.1549,0.9583,0.9552,6.5
TOI-1288 c,TOI-1288,11.1,85.7,0.344,0.0,,,416.0,1.07,5388.0,-0.1549,0.9583,0.9552,6.5
TOI-1294 b,TOI-1294,10.12369881,63.9,0.34,0.0,1392.74,311.498,3.915292,0.051,5718.0,0.36847,1.5566,1.1578,6.2
TOI-1294 c,TOI-1294,14.3,147.0,0.276,0.0,,,159.9,0.61,5718.0,0.36847,1.5566,1.1578,6.2
TOI-1295 b,TOI-1295,15.69257298,451.31633794,0.65,0.024,2360.0,1800.0,3.1968838,0.047,6280.0,0.58659,1.7,1.38,2.0
TOI-1296 b,TOI-1296,14.11645916,95.3,0.19,0.0,1414.84,1078.5987,3.9443736,0.051,5567.0,0.40157,1.7031,1.1576,7.1
TOI-1298 b,TOI-1298,9.65807033,99.0,0.6,0.0,1278.0,732.0077,4.537143,0.057,5752.0,0.32056,1.4536,1.2187,4.3
TOI-1301.01,TOI-1301,2.477,6.7,2.42,,737.36,72.55,6.096407209,0.059866,4820.0,-0.59857,0.732,0.77,
TOI-132 b,TOI-132,3.42,22.4,3.08,0.059,1395.0,860.0,2.1097019,0.026,5397.0,-0.22185,0.9,0.97,6.34
TOI-1333 b,TOI-1333,15.647764,753.2571,1.08,0.073,1679.0,1112.85,4.720219,0.0626,6274.0,0.71349,1.925,1.464,2.33
TOI-1338 b,TOI-1338 A,7.661,11.3,0.56,0.0331,254.65,0.9938,95.4001,0.4607,5723.2,0.32898,1.313,1.0936,4.4
TOI-1338 c,TOI-1338 A,10.3,75.4,0.379,0.037,,,215.79,0.794,5723.2,0.32898,1.313,1.0936,4.4
TOI-1346 b,TOI-1346,2.39,6.3,2.54,,1324.0,468.5415,1.7622538,,5099.0,-0.47288,0.78,0.82,
TOI-1346 c,TOI-1346,2.23,5.6,2.77,,928.0,102.6644,5.502558,,5099.0,-0.47288,0.78,0.82,
TOI-1347 b,TOI-1347,1.8,11.1,9.9,0.0,1400.0,1876.1315,0.84742346,0.0171,5464.0,-0.25964,0.83,0.913,1.4
TOI-1347 c,TOI-1347,1.6,6.4,4.1,0.0,1000.0,183.6642,4.841962,0.0546,5464.0,-0.25964,0.83,0.913,1.4
TOI-1386 b,TOI-1386,6.2163865,45.8,1.04,0.0,615.03,34.68,25.8401,0.173,5735.0,0.0103,1.0235,1.0363,3.2
TOI-1386 c,TOI-1386,10.3,75.2,0.378,0.38,327.4,1.771,232.0,0.75,5735.0,0.0103,1.0235,1.0363,3.2
TOI-139 b,TOI-139,2.4566,6.6,2.45,,561.17,22.4219,11.07085,,4570.0,-0.77842,0.7007,0.69,
TOI-1408 b,TOI-1408,25.0,593.0,0.18,0.0023,1293.0,465.179,4.42587,0.05778,6117.0,0.47129,1.53,1.312,2.7
TOI-1408 c,TOI-1408,2.22,7.6,3.8,0.1353,1864.0,2005.35,2.1664,0.03587,6117.0,0.47129,1.53,1.312,2.7
TOI-1410 c,TOI-1410,5.63,27.0,0.831,0.0,,,47.56,0.239,4635.0,-0.6216,0.7558,0.7941,6.6
TOI-1410.01,TOI-1410,3.10083009,12.5,2.3,0.0,1236.7,565.5415,1.21687,0.0207,4635.0,-0.6216,0.7558,0.7941,6.6
TOI-1411 b,TOI-1411,1.19880592,2.0,6.36,0.0,976.4,266.85,1.4520527,0.02122,4115.0,-1.01323,0.614,0.6045,9.6
TOI-1416 b,TOI-1416,1.62,3.48,4.5,0.0,1517.0,883.0,1.0697568,0.019,4884.0,-0.46008,0.793,0.798,6.9
TOI-1420 b,TOI-1420,11.89,25.1,0.082,0.17,957.0,139.0,6.9561063,0.071,5510.0,-0.15181,0.923,0.987,10.7
TOI-1422 b,TOI-1422,3.83,9.5,0.93,0.2,870.0,90.5151,12.99894,0.107,5840.0,0.04766,1.019,0.9903,4.6
TOI-1422 c,TOI-1422,2.61,14.0,4.3,0.2,628.0,,34.5633,0.205,5840.0,0.04766,1.019,0.9903,4.6
TOI-1431 b,TOI-1431,16.70138124,991.62462984,1.17,0.0022,2370.0,5300.0,2.650237,0.046,7690.0,1.06819,1.92,1.9,0.29
TOI-1437 b,TOI-1437,2.24,9.6,3.91,0.17,794.23,82.0,18.840942,0.14,6008.0,0.28466,1.17,1.1,6.7
TOI-1438 b,TOI-1438,3.04,9.4,1.8,0.0,971.0,145.0,5.13967,0.0553,5230.0,-0.34679,0.82,0.876,2.2
TOI-1438 c,TOI-1438,2.75,10.6,2.9,0.0,794.0,65.0,9.428089,0.083,5230.0,-0.34679,0.82,0.876,2.2
TOI-1439 b,TOI-1439,4.2427861,38.5,2.76,0.157,748.4,68.4355,27.644,0.192,5841.0,0.44091,1.6184,1.2313,4.6
TOI-1442 b,TOI-1442,1.17,1.71,5.87,,1072.0,207.0242,0.4090677,0.0071,3330.0,-1.97722,0.31,0.29,
TOI-1443 b,TOI-1443,2.30381001,30.0,14.0,0.0,520.66,16.8576,23.540678,0.147,5224.0,-0.42022,0.7511,0.7663,7.4
TOI-1444 b,TOI-1444,1.41792246,3.58,6.84,0.0,2130.02,5028.6263,0.4702743,0.0116,5460.0,-0.17587,0.9105,0.9513,3.8
TOI-1448 b,TOI-1448,2.749,19.5,,0.36,426.0,5.45,8.112245,0.0567,3412.0,-1.75498,0.38,0.372,
TOI-1450 A b,TOI-1450 A,1.13,1.258,4.79,,722.0,44.9493,2.0439274,,3437.0,-1.56499,0.483,0.48,
TOI-1450 A c,TOI-1450 A,1.13,1.527,5.82,,533.0,,5.0688,,3437.0,-1.56499,0.483,0.48,
TOI-1451 b,TOI-1451,2.61143902,15.2,4.67,0.0,723.33,53.0216,16.537944,0.127,5801.0,0.02449,1.0162,1.0022,4.0
TOI-1452 b,TOI-1452,1.672,4.82,5.6,0.0,326.0,1.8,11.06201,0.061,3185.0,-2.1549,0.275,0.249,
TOI-1453 b,TOI-1453,1.173,2.32,8.215288,0.0,944.2,132.6,4.3135225,,4975.0,-0.57539,0.72,0.715,12.0
TOI-1453 c,TOI-1453,2.224,2.95,1.472135,0.0,819.8,75.3,6.5886982,,4975.0,-0.57539,0.72,0.715,12.0
TOI-1467 b,TOI-1467,1.92,9.0,11.0,0.0,506.07,18.13,5.97114713,0.050748,3834.0,-1.42022,0.491,0.489,7.2
TOI-1468 b,TOI-1468,1.401,3.04,6.1,0.0099,683.5,36.4,1.8805201,0.02107,3376.0,-1.7921,0.3714,0.3527,
TOI-1468 c,TOI-1468,2.126,4.1,2.31,0.111,338.1,2.13,15.532477,0.08608,3376.0,-1.7921,0.3714,0.3527,
TOI-1470 b,TOI-1470,2.18,7.32,3.86,0.3,734.0,46.3,2.527093,0.0285,3709.0,-1.42481,0.469,0.471,1.3
TOI-1470 c,TOI-1470,2.47,7.24,2.66,0.5,373.0,3.35,18.08816,0.106,3709.0,-1.42481,0.469,0.471,1.3
TOI-1472 b,TOI-1472,4.058,18.05,1.49,0.041,891.0,110.0201,6.36338574,0.064,5100.0,-0.35556,0.84,0.87,3.1
TOI-1472 c,TOI-1472,3.334,21.13,3.14,0.172,662.0,,15.5381747,0.116,5100.0,-0.35556,0.84,0.87,3.1
TOI-1478 b,TOI-1478,11.99360935,279.68899816,0.88,0.055,918.0,261.013,10.1802117,0.0818,5597.0,-0.01278,1.048,0.947,9.1
TOI-150.01,TOI-150,14.067295,797.7533,1.68,0.262,1404.5,750.922,5.857487,0.07037,6255.0,0.49651,1.526,1.351,2.346
TOI-1516 b,TOI-1516,15.24421375,1004.33776612,1.56,,1839.0,1899.83,2.056014,,6520.0,0.39065,1.14,1.14,4.82
TOI-1518 b,TOI-1518,21.05046575,581.62598481,0.343,0.01,2546.0,7010.0,1.90261131,0.03712,7299.0,0.98408,1.942,1.88,
TOI-157 b,TOI-157,14.414774,375.0394,0.686,0.0,1588.0,1062.0,2.0845435,0.03138,5404.0,0.01995,1.167,0.948,12.82
TOI-1601 b,TOI-1601,14.19902343,387.0,0.74,0.0,1493.97,1071.42,5.33175,0.069,5982.0,0.74772,2.195,1.5055,2.4
TOI-163 b,TOI-163,16.690201,387.7526,0.49,0.0,1669.0,1489.1126,4.231306,0.058,6495.0,0.63649,1.648,1.4352,1.823
TOI-1630.01,TOI-1630,2.417,6.42,2.5,,584.0,55.58,12.055734733,0.101151,5504.0,-0.26764,0.83,0.95,
TOI-1634 b,TOI-1634,1.773,7.57,7.6,0.0,924.0,121.0,0.9893455,0.01545,3472.0,-1.5784,0.45,0.451,
TOI-1634 c,TOI-1634,,,,0.0,,,103.0,,3472.0,-1.5784,0.45,0.451,
TOI-1648 b,TOI-1648,2.54,7.4,2.49,0.178,799.0,27.4026,7.331602,0.0694,4850.0,-0.45377,0.81,0.83,5.7
TOI-1659.01,TOI-1659,2.255,5.71,2.74,,1031.14,268.44,5.877556328,0.065757,5977.0,0.06555,1.006,1.1,
TOI-1669 b,TOI-1669,14.1,191.0,0.374,0.0,,,500.0,1.27,5497.0,-0.03574,1.0561,0.9867,7.7
TOI-1669 c,TOI-1669,2.2963977,13.0,6.0,0.0,1285.16,342.997,2.6800535,0.0376,5497.0,-0.03574,1.0561,0.9867,7.7
TOI-1670 b,TOI-1670,2.06,41.31769291,8.6,0.59,1062.0,196.694,10.98462,0.103,6170.0,0.40046,1.316,1.21,2.53
TOI-1670 c,TOI-1670,11.06326395,200.23189641,0.81,0.09,684.0,14.5514,40.74976,0.249,6170.0,0.40046,1.316,1.21,2.53
TOI-1680 b,TOI-1680,1.466,2.75,4.8,,404.0,4.41,4.8026345,0.03144,3225.0,-2.36251,0.2106,0.1798,
TOI-1683.01,TOI-1683,2.6382,7.45,2.23,,929.25,163.056,3.0575356,0.036507593,4402.0,-0.78662,0.7,0.694661,
TOI-1685 b,TOI-1685,1.421,3.07,5.3,0.0,1000.0,213.0,0.66913923,0.01164,3470.0,-1.51856,0.462,0.466,1.4
TOI-169 b,TOI-169,12.172974,251.40353,0.76,0.0,1715.0,1443.0,2.2554477,0.03524,5880.0,0.25261,1.288,1.147,4.7
TOI-1691 b,TOI-1691,3.66,14.6,1.76,0.0,703.49,59.13,16.736888935,0.129365,5759.0,-0.03058,1.0,1.03,6.6
TOI-1693 b,TOI-1693,1.41,2.57,5.04,,764.0,57.0208,1.7666957,0.0226,3499.0,-1.55409,0.46,0.49,
TOI-1694 b,TOI-1694,5.3422266,31.3,1.13,0.0,943.19,195.2882,3.770107,0.045,5058.0,-0.41794,0.8036,0.853,4.3
TOI-1694 c,TOI-1694,13.8,297.0,0.621,0.0,,,393.1,0.1,5058.0,-0.41794,0.8036,0.853,4.3
TOI-1695 b,TOI-1695,1.9,6.36,5.0,0.097,698.0,39.0,3.1342791,0.033548,3690.0,-1.3536,0.515,0.513,
TOI-1696 b,TOI-1696,3.09,48.8,9.44,0.0,489.0,13.5,2.500311,0.0229,3185.0,-2.14813,0.2775,0.255,7.1
TOI-1710 b,TOI-1710,5.20315158,22.4,0.87,0.0,602.99,33.0,24.283377,0.166,5684.0,-0.06349,0.9574,1.0258,1.5
TOI-1716.01,TOI-1716,3.143,10.0,1.77,,959.0,254.83,8.082376554,0.080496,5879.0,0.21525,1.24,1.07,5.4
TOI-172 b,TOI-172,10.816685,1722.6386,7.53,0.3806,1198.0,299.0,9.47725,0.0914,5645.0,0.4609,1.777,1.128,7.4
TOI-1723 b,TOI-1723,3.435,10.4,1.6,0.0,782.98,92.36,13.727012643,0.113496,5777.0,0.06446,1.09,1.04,4.8
TOI-1728 b,TOI-1728,5.05,26.78,1.14,0.057,767.0,57.78,3.49151,0.0391,3980.0,-1.05552,0.6243,0.646,7.1
TOI-1736 b,TOI-1736,3.18175535,12.3,2.09,0.0,1099.79,329.6,7.073076,0.073,5636.0,0.27068,1.4286,1.0373,9.2
TOI-1736 c,TOI-1736,12.5,2800.0,7.88,0.3685,249.0,0.9,571.25,1.37,5636.0,0.27068,1.4286,1.0373,9.2
TOI-1739 b,TOI-1739,1.946,4.45,3.32,,755.55,53.91,8.303341406,0.073872,4814.0,-0.52433,0.781,0.78,6.3
TOI-1742 b,TOI-1742,2.36507598,9.7,4.0,0.3,694.09,58.618,21.269084,0.154,5815.0,0.12123,1.131,1.0861,3.9
TOI-1743 b,TOI-1743,1.83,4.01,3.6,,485.0,10.8837,4.266046,0.03589,3277.0,-1.97074,0.338,0.339,9.7
TOI-1744.01,TOI-1744,2.68,7.65,2.18,,598.0,63.31,22.341702927,0.164086,6179.0,0.23178,1.14,1.18,
TOI-1749 b,TOI-1749,1.39,57.0,,0.14,831.0,83.8379,2.38839,0.0291,3985.0,-1.15649,0.55,0.58,0.8
TOI-1749 c,TOI-1749,2.12,14.0,,0.019,673.0,36.1539,4.4929,0.0443,3985.0,-1.15649,0.55,0.58,0.8
TOI-1749 d,TOI-1749,2.52,15.0,,0.062,533.0,14.2074,9.0497,0.0707,3985.0,-1.15649,0.55,0.58,0.8
TOI-1751 b,TOI-1751,2.9507845,19.5,4.13,0.327,651.64,192.521,37.46852,0.215,5970.0,0.29732,1.3137,0.9382,9.0
TOI-1753 b,TOI-1753,2.47852533,16.6,5.95,0.0,1005.43,237.996,5.3846104,0.059,5621.0,-0.06956,0.9715,0.9483,5.9
TOI-1758 b,TOI-1758,3.62,6.9,0.83,0.0,551.44,21.05,20.705074685,0.141409,5169.0,-0.37263,0.81,0.88,7.5
TOI-1759 b,TOI-1759,3.14,10.8,1.91,0.0,443.0,6.39,18.85019,0.1177,4065.0,-1.05715,0.597,0.606,5.0
TOI-1768.01,TOI-1768,3.453,11.8,1.57,,1566.0,240.87,7.337703649,0.076381,5994.0,0.145,1.1,1.1,
TOI-1772.01,TOI-1772,2.905,8.78,1.97,,877.67,140.93,8.054246874,0.078375,5583.0,-0.06194,0.995,0.99,
TOI-1774.01,TOI-1774,2.78,8.5,2.17,0.05,824.0,73.7609,16.70988,,5746.0,0.10143,1.1303,0.991,7.4
TOI-1775 b,TOI-1775,8.04728896,96.0,1.01,0.0,707.89,55.4426,10.2405549,0.08,5284.0,-0.31605,0.8288,0.9218,0.8
TOI-1776 b,TOI-1776,1.21612741,1.4,4.13,0.0,1269.21,560.3349,2.799868,0.0378,5785.0,-0.05306,0.9356,0.9196,5.1
TOI-1777.01,TOI-1777,2.246,5.67,2.75,,580.0,71.34,14.650111974,0.119466,5859.0,0.01189,0.98,1.06,
TOI-178 b,TOI-178,1.2,0.96,3.142761,,1040.0,,1.9145601,0.02607,4316.0,-0.86646,0.662,0.647,6.0
TOI-178 c,TOI-178,1.754,4.64,4.796846,0.00032,873.0,97.6159,3.238486,0.037,4316.0,-0.86646,0.662,0.647,6.0
TOI-178 d,TOI-178,2.695,5.2,1.461108,0.0068,690.0,24.9125,6.557569,0.0592,4316.0,-0.86646,0.662,0.647,6.0
TOI-178 e,TOI-178,2.301,3.48,1.582408,0.00038,600.0,21.8202,9.96318,0.0783,4316.0,-0.86646,0.662,0.647,6.0
TOI-178 f,TOI-178,2.417,5.63,2.216474,0.00045,521.0,0.6071,15.23335,0.1039,4316.0,-0.86646,0.662,0.647,6.0
TOI-178 g,TOI-178,2.939,4.4,0.959369,0.00043,470.0,19.4978,20.71663,0.1275,4316.0,-0.86646,0.662,0.647,6.0
TOI-1782.01,TOI-1782,2.368,6.2,2.57,,697.84,56.25,4.987641028,0.05024,4336.0,-0.84649,0.669,0.68,
TOI-1782.02,TOI-1782,1.839,4.04,3.57,,974.95,214.17,1.829024227,0.025739,4336.0,-0.84649,0.669,0.68,
TOI-1789 b,TOI-1789,16.14093221,222.4798849,0.28,,1927.0,2300.0,3.208664,0.04882,5991.0,0.7364,2.168,1.507,2.73
TOI-1794 b,TOI-1794,3.29701268,8.7,1.31,0.0,992.91,228.913,8.765528,0.082,5631.0,0.19728,1.3162,0.9698,10.8
TOI-1798.01,TOI-1798,2.448,6.5,2.61,0.0,734.31,69.26,8.021522331,0.074984,5165.0,-0.41567,0.78,0.87,2.6
TOI-1798.02,TOI-1798,1.464,5.6,11.17,0.0,1935.83,3345.44,0.437811822,0.010789,5165.0,-0.41567,0.78,0.87,2.6
TOI-1799 b,TOI-1799,1.642,4.0,7.51,0.0,922.72,164.26,7.094570865,0.072502,5690.0,-0.06198,0.957,1.01,5.1
TOI-1801 b,TOI-1801,2.079,5.738,3.701,0.0,493.7,10.7276,10.64387,0.075,3863.0,-1.23003,0.547,0.556,0.7
TOI-1803 b,TOI-1803,2.99,10.32,2.15031,0.0,747.0,58.0,6.293287,0.06,4687.0,-0.65365,0.715,0.756,1.4
TOI-1803 c,TOI-1803,4.29,8.0,0.419035,0.0,588.0,22.0,12.885779,0.097,4687.0,-0.65365,0.715,0.756,1.4
TOI-1806.01,TOI-1806,3.4095367,11.5,1.59,,337.47,2.1473,15.1454693,0.087735044,3272.0,-1.77852,0.401575,0.392935,
TOI-1807 b,TOI-1807,1.49681583,2.44,3.98,0.0,1694.1,1407.22,0.54937097,0.0122,4914.0,-0.53313,0.746,0.8048,2.1
TOI-181 b,TOI-181,6.9559,46.1687,0.7562,0.1543,895.1,102.43,4.532,0.0539,4994.0,-0.52578,0.745,0.822,5.4
TOI-1811 b,TOI-1811,11.14172682,308.9292116,1.23,0.052,962.2,55.9743,3.7130765,0.04389,4766.0,-0.56019,0.769,0.817,5.9
TOI-1820 b,TOI-1820,12.778238,731.0053361,2.0,0.043,1375.0,292.245,4.860674,0.061,5734.0,0.29432,1.51,1.04,11.0
TOI-1823 b,TOI-1823,7.5406241,67.4,0.86,0.0,423.63,9.2972,38.8,0.212,4927.0,-0.46092,0.8049,0.8414,6.3
